Name,Album,Artist,Popular_date,Release_date,Length,Popularity,Danceability,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Time_signature
You Light Up My Life,The Best Of Debby Boone,Debby Boone,1978,2006-01-01,218933,0,0.322,0.855,0.322,0.282,1.04E-05,0.163,-12.516,0.0301,77.47,3
"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",Tales From The Brothers Gibb,Bee Gees,1978,1990-01-01,281666,0,0.712,0.0752,0.712,0.552,0.0012,0.15,-15.485,0.0363,103.604,4
Kiss You All Over,Choice Country Cuts,Exile,1978,2005-08-19,212080,19,0.703,0.362,0.703,0.475,1.7E-05,0.485,-9.529,0.0254,102.421,4
How Deep Is Your Love,Tales From The Brothers Gibb,Bee Gees,1978,1990-01-01,241360,0,0.623,0.271,0.623,0.189,2.24E-06,0.257,-17.374,0.0291,104.985,4
(Love Is) Thicker Than Water,Flowing Rivers,Andy Gibb,1978,1977-09-09,255960,44,0.582,0.137,0.582,0.462,4.98E-05,0.0755,-9.882,0.0254,96.361,4
Baby Come Back,The Best Of Player: Baby Come Back,Player,1978,1998-01-01,253733,49,0.684,0.151,0.684,0.563,0.000626,0.121,-9.244,0.115,155.145,4
Boogie Oogie Oogie - Single Version 2 / Remastered 1999,A Taste Of Honey,A Taste Of Honey,1978,2006-01-01,338133,51,0.835,0.0991,0.835,0.522,0.00184,0.111,-10.828,0.0916,123.934,4
Three Times A Lady,All The Great Love Songs,Commodores,1978,1985,217426,52,0.39,0.874,0.39,0.0803,0.000639,0.127,-20.518,0.0306,150.503,3
Grease,Grease,Various Artists,1978,1978-09-14,205733,0,0.821,0.249,0.821,0.365,0.0,0.0883,-12.118,0.0676,109.638,4
I Go Crazy - Single Version,The Best of Paul Davis (Expanded Edition),Paul Davis,1978,1982,232266,39,0.531,0.422,0.531,0.391,5.54E-05,0.266,-9.606,0.0262,139.805,4
You're The One That I Want - From “Grease”,Gold,Olivia Newton-John,1978,2005-01-01,167613,0,0.743,0.256,0.743,0.774,5.03E-05,0.155,-5.916,0.0941,106.564,4
Emotion,Emotion,Samantha Sang,1978,1977-12-06,237293,56,0.52,0.76,0.52,0.364,1.36E-05,0.251,-9.484,0.0427,184.244,4
Lay Down Sally,Slowhand 35th Anniversary (Super Deluxe),Eric Clapton,1978,1977-11-01,236093,62,0.69,0.598,0.69,0.5,0.0288,0.11,-16.145,0.0909,191.539,4
Miss You - Remastered,Some Girls,The Rolling Stones,1978,1978-06-09,288666,69,0.795,0.443,0.795,0.71,0.0215,0.344,-4.746,0.0392,109.689,4
Just the Way You Are,The Stranger (Legacy Edition),Billy Joel,1978,1977,290573,71,0.589,0.703,0.589,0.453,2.54E-05,0.134,-8.912,0.0397,139.148,4
With A Little Luck - Remastered 1993,London Town,Wings,1978,1978-03-31,344773,48,0.652,0.069,0.652,0.372,0.000197,0.0923,-15.445,0.0321,111.984,4
"If I Can't Have You - From ""Saturday Night Fever""",Best Of/20th Century,Yvonne Elliman,1978,2004-01-01,177013,35,0.549,0.133,0.549,0.842,0.0,0.451,-6.458,0.0551,109.397,4
"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah) - Edit",Les Plus Grands Success De Chic - Chic's Greatest Hits,CHIC,1978,1979,227106,26,0.867,0.0227,0.867,0.52,0.0513,0.115,-15.043,0.0614,123.346,4
My Sharona,Get The Knack,The Knack,1979,1979-01-01,295400,73,0.586,0.0589,0.586,0.7,0.00125,0.0318,-9.558,0.0363,147.245,4
"Bad Girls - 12"" Version",Bad Girls [Deluxe Edition (US Version)],Donna Summer,1979,1979,295125,0,0.872,0.00839,0.872,0.873,0.00568,0.451,-6.824,0.0374,120.378,4
Le Freak,C'est Chic,CHIC,1979,1978-08-11,327573,1,0.867,0.0453,0.867,0.746,0.0,0.123,-7.445,0.0475,118.616,4
Do Ya Think I'm Sexy,Do Ya Think I'm Sexy? / Scarred and Scared,Rod Stewart,1979,1978,325813,52,0.716,0.0107,0.716,0.465,0.000667,0.099,-15.205,0.0307,112.087,4
Reunited,2 Hot!,Peaches & Herb,1979,1978,345240,0,0.559,0.851,0.559,0.496,0.00616,0.147,-9.437,0.0262,75.69,4
I Will Survive - Single Version,20th Century Masters: The Millennium Collection: Best Of Gloria Gaynor,Gloria Gaynor,1979,2000-01-01,198066,71,0.777,0.0131,0.777,0.725,0.00805,0.246,-8.681,0.05,116.669,4
"Hot Stuff - 12"" Version",Bad Girls [Deluxe Edition (US Version)],Donna Summer,1979,1979,407053,0,0.808,0.00513,0.808,0.881,0.0127,0.0688,-8.249,0.0338,120.392,4
Y.M.C.A.,Cruisin',Village People,1979,1978,286666,62,0.75,0.0278,0.75,0.785,0.0,0.0601,-10.926,0.0591,126.361,4
Ring My Bell,Ring My Bell,Anita Ward,1979,2005-09-26,491933,0,0.78,0.0613,0.78,0.551,0.104,0.0331,-13.038,0.0625,126.009,4
Sad Eyes,Love To Love,Various Artists,1979,2010-01-22,252906,0,0.669,0.52,0.669,0.466,4.49E-06,0.0556,-7.883,0.0246,107.222,3
Too Much Heaven,Spirits Having Flown,Bee Gees,1979,1979-01-01,296000,0,0.505,0.436,0.505,0.433,9.87E-05,0.743,-12.997,0.0589,165.818,4
MacArthur Park - Single Version,On The Radio: Greatest Hits Volumes I & II,Donna Summer,1979,1979-01-01,235200,0,0.573,0.0817,0.573,0.672,0.000752,0.0601,-12.296,0.0406,131.054,4
When You're In Love With A Beautiful Woman,Pleasure & Pain,Dr. Hook,1979,1978,178826,62,0.679,0.405,0.679,0.728,0.00261,0.0506,-9.539,0.0378,109.623,4
Makin' It (Re-Recorded),Makin' It (Re-Recorded) - Single,David Naughton,1979,2012-11-26,189582,33,0.882,0.0475,0.882,0.562,0.374,0.0338,-7.67,0.0368,129.99,4
Fire,Fire! The Very Best of The Pointer Sisters,The Pointer Sisters,1979,1989-09-21,208600,26,0.731,0.158,0.731,0.448,5.32E-05,0.075,-14.884,0.0443,118.2,4
Tragedy,Spirits Having Flown,Bee Gees,1979,1979-01-01,303333,0,0.667,0.092,0.667,0.549,0.0056,0.242,-10.651,0.0276,117.97,4
Heart Of Glass - Remix,Once More Into The Bleach,Blondie,1979,1988,351293,52,0.683,0.00476,0.683,0.549,0.0195,0.0623,-11.771,0.0376,114.939,4
What a Fool Believes,"Best of The Doobies, Volume II",The Doobie Brothers,1979,1977,219573,58,0.646,0.274,0.646,0.623,0.0,0.086,-8.82,0.0337,120.651,4
Good Times,Risqué,CHIC,1979,1979-07-30,495400,65,0.87,0.149,0.87,0.657,0.0102,0.053,-7.32,0.0522,110.596,4
A Little More Love (Live),Summer Nights - Live in Las Vegas,Olivia Newton-John,1979,2015-03-03,283320,31,0.681,0.011,0.681,0.623,0.000393,0.157,-8.353,0.0466,100.003,4
Call Me,Best Of Blondie,Blondie,1980,1981-10-31,212893,60,0.551,0.0336,0.551,0.628,0.000194,0.151,-13.799,0.036,142.167,4
"Another Brick in the Wall, Pt. 2",The Wall,Pink Floyd,1980,1979-11-30,238746,76,0.694,0.0781,0.694,0.394,0.000677,0.247,-15.881,0.0428,104.126,4
Rock with You - Single Version,Off the Wall,Michael Jackson,1980,1979-08-10,220626,73,0.808,0.179,0.808,0.535,9.91E-05,0.158,-12.521,0.0353,114.031,4
Do That To Me One More Time,The Ultimate Collection: Captain & Tennille,Captain & Tennille,1980,2001-01-01,254773,35,0.686,0.637,0.686,0.442,0.00183,0.0975,-12.025,0.0258,90.009,4
Crazy Little Thing Called Love - Remastered 2011,The Game (Deluxe Remastered Version),Queen,1980,1980-06-27,163373,65,0.599,0.714,0.599,0.762,4.43E-06,0.35,-6.887,0.0423,76.961,4
Coming Up - Remastered 2011,McCartney II (Special Edition),Paul McCartney,1980,1980-05-16,231880,18,0.817,0.457,0.817,0.767,0.0723,0.0606,-7.194,0.0468,128.93,4
Funkytown - Single Version,80's Pop Number 1's,Various Artists,1980,2007-01-01,245413,0,0.925,0.00128,0.925,0.58,0.458,0.112,-8.987,0.0547,122.671,4
It's Still Rock and Roll to Me,The Essential Billy Joel,Billy Joel,1980,2001-10-02,177266,57,0.745,0.0958,0.745,0.655,1.99E-06,0.0895,-7.589,0.166,141.429,4
The Rose,Jackpot! The Best Bette,Bette Midler,1980,2008-01-09,215026,44,0.258,0.94,0.258,0.0971,0.0,0.122,-13.002,0.0302,65.346,3
Escape (The Pina Colada Song),Partners In Crime,Rupert Holmes,1980,1979-01-01,276493,73,0.836,0.467,0.836,0.509,4.1E-06,0.0436,-13.668,0.0548,138.714,4
Cars,The Pleasure Principle,Gary Numan,1980,1979,238906,62,0.546,0.0114,0.546,0.578,6.54E-05,0.0692,-8.745,0.0406,128.037,4
Cruisin',The Definitive Collection,Smokey Robinson,1980,2004-01-01,353520,41,0.473,0.216,0.473,0.62,0.0,0.352,-6.908,0.029,168.914,4
"Working My Way Back to You / Forgive Me, Girl",Smooth And Sweet,The Spinners,1980,2007-10-30,245479,39,0.837,0.415,0.837,0.703,2.73E-05,0.153,-9.385,0.0415,121.556,4
Lost In Love,Ultimate Air Supply,Air Supply,1980,2003-05-29,231133,57,0.59,0.37,0.59,0.589,1.22E-06,0.162,-9.859,0.03,114.471,4
Little Jeannie,The Greatest Hits 1970-2002,Elton John,1980,2002-01-01,304893,0,0.618,0.364,0.618,0.548,1.37E-05,0.0978,-10.674,0.0266,143.602,4
Ride Like the Wind,Christopher Cross,Christopher Cross,1980,1979,275506,66,0.669,0.347,0.669,0.707,0.000716,0.0997,-13.66,0.0478,124.335,4
Upside Down,Diana,Diana Ross,1980,1980-05-22,245600,56,0.873,0.179,0.873,0.855,0.0285,0.0377,-8.559,0.0615,107.868,4
Please Don't Go - Single Version,Do You Wanna Go Party,KC & The Sunshine Band,1980,1979-05-01,230533,50,0.482,0.00888,0.482,0.615,1.78E-06,0.0431,-11.093,0.0398,96.307,4
Babe,Cornerstone,Styx,1980,1979-01-01,265973,65,0.267,0.527,0.267,0.204,0.0,0.0924,-13.714,0.0317,169.486,4
Bette Davis Eyes,Mistaken Identity,Kim Carnes,1980,1981-01-01,228000,73,0.675,0.0204,0.675,0.649,0.0,0.0959,-10.271,0.0319,116.624,4
"Endless Love - From ""The Endless Love"" Soundtrack",The Definitive Collection,Lionel Richie,1981,2003,266266,64,0.456,0.665,0.456,0.332,0.000248,0.138,-9.775,0.025,93.633,4
Lady - Remastered 2006,Number Ones,Kenny Rogers,1981,2006-01-01,231266,0,0.455,0.633,0.455,0.267,4.65E-06,0.132,-13.156,0.0311,67.858,4
(Just Like) Starting Over - Remastered 2010,Double Fantasy Stripped Down,John Lennon,1981,1980-11-17,236546,62,0.701,0.301,0.701,0.79,6.06E-05,0.179,-6.16,0.0725,99.104,4
Jessie's Girl,Working Class Dog,Rick Springfield,1981,1981,194120,71,0.727,0.164,0.727,0.832,0.0,0.105,-5.851,0.05,131.703,4
Celebration,Celebrate!,Kool & The Gang,1981,1980-09-29,298866,67,0.885,0.145,0.885,0.664,0.0483,0.0767,-11.795,0.0524,121.632,4
Kiss on My List,Voices,Daryl Hall & John Oates,1981,1980,264986,62,0.815,0.434,0.815,0.741,0.115,0.0689,-9.478,0.031,121.221,4
I Love a Rainy Night - 2009 Remaster,Number One Hits,Eddie Rabbitt,1981,2009-10-05,189320,29,0.689,0.0978,0.689,0.742,0.0,0.26,-7.325,0.0485,131.474,4
9 to 5,9 To 5 And Odd Jobs,Dolly Parton,1981,1980,162466,76,0.554,0.416,0.554,0.783,1.54E-06,0.631,-5.852,0.0457,105.39,4
Keep on Loving You,Hi Infidelity (30th Anniversary Edition),REO Speedwagon,1981,1980,200293,71,0.306,0.0519,0.306,0.722,0.0,0.117,-5.963,0.034,174.732,4
"Believe It or Not (Theme from ""Greatest American Hero"")",America's Greatest Hero,Joey Scarbury,1981,1981,195293,53,0.521,0.249,0.521,0.743,0.0,0.096,-5.903,0.0338,117.129,4
Morning Train (Nine to Five) - Edit,Take My Time,Sheena Easton,1981,1981,200826,54,0.76,0.63,0.76,0.556,0.0,0.148,-8.872,0.0817,121.818,4
Being With You,20th Century Masters: The Millennium Collection: Best of Smokey Robinson,Smokey Robinson,1981,2000-01-01,248533,0,0.626,0.816,0.626,0.371,3.96E-06,0.0733,-11.174,0.0276,108.752,4
Queen Of Hearts,Juice Newton's Greatest Hits,Juice Newton,1981,1988-10-19,206866,52,0.669,0.211,0.669,0.779,8.98E-05,0.132,-11.522,0.0533,169.478,4
Rapture,Greatest Hits: Blondie,Blondie,1981,2006-01-01,299373,54,0.724,0.113,0.724,0.704,0.00425,0.466,-8.258,0.0511,107.486,4
A Woman Needs Love (Just Like You Do),A Woman Needs Love (Expanded Edition),Ray Parker Jr.,1981,1981,249053,48,0.744,0.479,0.744,0.376,3.86E-05,0.254,-14.937,0.0395,91.113,4
The Tide Is High - Edit,Tide Is High,Blondie,1981,1980-10-01,233893,52,0.778,0.0514,0.778,0.667,0.0312,0.092,-7.273,0.0258,96.954,4
Just the Two of Us (feat. Bill Withers),Love Songs,"Grover Washington, Jr.",1981,1979,237106,55,0.803,0.576,0.803,0.488,0.0609,0.0763,-9.303,0.0803,95.771,4
Slow Hand,Black & White (Expanded Edition),The Pointer Sisters,1981,1981,231960,56,0.826,0.403,0.826,0.558,1.94E-05,0.0631,-7.766,0.0322,110.77,4
I Love You,Flying the Flag,Climax Blues Band,1981,1980,245452,52,0.559,0.608,0.559,0.446,0.000131,0.0902,-8.805,0.0349,131.792,4
Physical,Physical,Olivia Newton-John,1982,1981-01-01,224773,51,0.834,0.0631,0.834,0.633,5E-05,0.313,-11.442,0.0422,123.815,4
Eye of the Tiger,Eye Of The Tiger,Survivor,1982,1982,243773,74,0.815,0.216,0.815,0.438,0.000466,0.0787,-14.522,0.0346,108.965,4
I Love Rock 'N Roll,I Love Rock 'N' Roll (Expanded Edition),Joan Jett & The Blackhearts,1982,1981-11-18,175173,73,0.535,0.326,0.535,0.716,0.0,0.659,-5.025,0.0431,94.379,4
Ebony And Ivory - Remixed 2015,Tug Of War,Paul McCartney,1982,1982-04-26,226266,0,0.567,0.0784,0.567,0.692,0.0,0.0338,-7.881,0.0379,160.697,4
Centerfold,Freeze Frame,The J. Geils Band,1982,1981,216533,72,0.653,0.249,0.653,0.677,0.0,0.403,-12.244,0.0396,114.37,4
Don't You Want Me,Dare!,The Human League,1982,1981,236920,74,0.731,0.184,0.731,0.738,0.0,0.214,-8.125,0.0377,117.656,4
Jack & Diane,American Fool,John Mellencamp,1982,1982,254493,74,0.811,0.0365,0.811,0.41,6.63E-06,0.0799,-8.214,0.0391,103.965,4
Hurts So Good,American Fool,John Mellencamp,1982,1982,218960,70,0.785,0.042,0.785,0.737,0.000107,0.108,-5.306,0.0363,125.447,4
Abracadabra,Steve Miller Band,Steve Miller Band,1982,1973-01-01,307400,40,0.79,0.0775,0.79,0.537,3.01E-06,0.173,-13.272,0.036,127.511,4
Hard to Say I'm Sorry - 2009 Remaster,Chicago 16 (Expanded Edition),Chicago,1982,1982-06-07,221826,56,0.537,0.695,0.537,0.417,1.86E-06,0.151,-7.209,0.0273,144.716,4
Tainted Love,Non Stop Erotic Cabaret (Deluxe Edition),Soft Cell,1982,1981-12,153880,54,0.519,0.476,0.519,0.51,0.0,0.292,-8.057,0.0352,144.524,4
Chariots Of Fire,Themes,Vangelis,1982,1989-01-01,211208,0,0.48,0.0896,0.48,0.378,0.398,0.118,-13.317,0.0328,136.379,4
Harden My Heart,Quarterflash,Quarterflash,1982,1981-01-01,232626,48,0.531,0.0568,0.531,0.43,1.22E-06,0.0964,-14.523,0.0578,124.284,4
Rosanna,Toto IV,TOTO,1982,1982-04-08,331200,72,0.365,0.0208,0.365,0.513,0.000147,0.205,-13.034,0.0357,80.647,4
I Can't Go for That (No Can Do),Private Eyes (Expanded Edition),Daryl Hall & John Oates,1982,1981,307306,64,0.889,0.0405,0.889,0.441,0.000788,0.038,-9.506,0.0379,110.565,4
867-5309 / Jenny,Tommy Tutone - 2,Tommy Tutone,1982,1981-12-04,226200,62,0.584,0.0264,0.584,0.708,0.00364,0.112,-10.039,0.0593,137.657,4
Key Largo,Just Another Day in Paradise,Bertie Higgins,1982,1982-01-01,200173,18,0.589,0.744,0.589,0.418,0.0,0.135,-11.922,0.0363,102.664,4
You Should Hear How She Talks About You,Hey Ricky,Melissa Manchester,1982,1982,256386,40,0.753,0.212,0.753,0.834,2.93E-05,0.259,-6.516,0.115,131.909,4
Waiting for a Girl like You,4 (Expanded),Foreigner,1982,1981,292066,70,0.33,0.31,0.33,0.469,2.3E-06,0.0402,-9.286,0.0335,201.327,4
Don't Talk to Strangers,Success Hasn't Spoiled Me,Rick Springfield,1982,1982-03-23,180360,52,0.8,0.291,0.8,0.712,0.0,0.145,-9.472,0.0419,123.211,4
Every Breath You Take - Remastered 2003,Synchronicity,The Police,1983,1983-06-01,253886,2,0.813,0.56,0.813,0.46,0.0105,0.0724,-9.78,0.0346,117.387,4
Billie Jean,Thriller,Michael Jackson,1983,1982-11-30,294226,59,0.932,0.0173,0.932,0.457,0.0436,0.0414,-9.62,0.0541,117.002,4
Flashdance... What A Feeling,Flashdance... What A Feeling,Irene Cara,1983,2015-03-10,234040,48,0.637,0.138,0.637,0.63,3.79E-06,0.214,-8.166,0.0372,124.913,4
Down Under,Business As Usual,Men At Work,1983,1981-11-09,222320,67,0.739,0.129,0.739,0.459,0.0194,0.0474,-14.42,0.0294,107.115,4
Beat It,Thriller,Michael Jackson,1983,1982-11-30,258399,58,0.776,0.0242,0.776,0.711,0.000353,0.234,-9.03,0.0473,138.728,4
Total Eclipse of the Heart,The Very Best Of Bonnie Tyler,Bonnie Tyler,1983,1999-02-08,269786,10,0.435,0.195,0.435,0.658,0.0,0.102,-8.179,0.0661,130.276,4
Maneater,H2O,Daryl Hall & John Oates,1983,1982,271893,2,0.727,0.0351,0.727,0.685,4.43E-05,0.0973,-7.159,0.0398,88.75,4
"Baby, Come To Me",Ultimate Collection: Quincy Jones,Quincy Jones,1983,2002-01-01,215200,16,0.633,0.517,0.633,0.578,0.0,0.144,-9.2,0.0746,90.385,4
Maniac - BOF Flashdance,80's Pop Number 1's,Various Artists,1983,2007-01-01,247440,0,0.651,0.019,0.651,0.639,0.0,0.0522,-7.836,0.0583,157.738,4
Sweet Dreams (Are Made of This) - Remastered,Sweet Dreams (Are Made Of This),Eurythmics,1983,1983-01-04,216933,81,0.692,0.225,0.692,0.711,0.0,0.12,-7.498,0.0317,125.135,4
Do You Really Want To Hurt Me,Kissing To Be Clever,Culture Club,1983,1982-09-01,262173,65,0.744,0.0815,0.744,0.376,0.0,0.108,-14.996,0.0366,100.78,4
You And I,Radio Romance,Eddie Rabbitt,1983,1982-10,241040,54,0.377,0.249,0.377,0.326,0.000686,0.111,-12.515,0.0292,163.741,4
Come On Eileen,Too Rye Ay,Dexys Midnight Runners,1983,1982-08,287306,1,0.45,0.648,0.45,0.658,3.14E-06,0.264,-7.064,0.0472,106.799,4
Shame On The Moon,The Distance,Bob Seger,1983,1982-12-01,295053,52,0.615,0.283,0.615,0.563,0.00118,0.117,-7.585,0.0254,105.772,4
She Works Hard For The Money,She Works Hard For The Money,Donna Summer,1983,1983-01-01,320840,59,0.758,0.00486,0.758,0.638,0.0141,0.0938,-13.01,0.0378,136.502,4
Never Gonna Let You Go,Sergio Mendes,Sérgio Mendes,1983,2009-01-01,255600,47,0.639,0.567,0.639,0.403,0.0,0.67,-12.401,0.0349,132.56,4
Hungry Like the Wolf - 2009 Remaster,Rio (Collector's Edition),Duran Duran,1983,1982-05-10,220626,72,0.691,0.0433,0.691,0.812,1.16E-06,0.299,-7.772,0.0558,127.568,4
Let's Dance - 1999 Remaster,Let's Dance (1999 Remaster),David Bowie,1983,1983-04-14,457133,3,0.619,0.00388,0.619,0.703,0.205,0.163,-9.414,0.0525,115.043,4
Twilight Zone,Cut,Golden Earring,1983,1982,478106,49,0.656,0.00785,0.656,0.756,3.49E-05,0.0927,-6.516,0.0399,118.56,4
I Know There's Something Going On,Something's Going On (Remastered),Frida,1983,1982-09-06,326746,0,0.59,0.0432,0.59,0.796,0.339,0.0808,-8.228,0.0356,109.018,4
When Doves Cry,Purple Rain,Prince,1984,1984-06-25,352906,71,0.729,0.0102,0.729,0.989,4.45E-05,0.443,-4.613,0.049,126.47,4
What's Love Got to Do with It - 2015 Remaster,Private Dancer (30th Anniversary Issue),Tina Turner,1984,1984-05-29,230240,64,0.855,0.254,0.855,0.48,2.16E-05,0.151,-8.902,0.0588,97.793,4
Say Say Say - Remastered 2015,Pipes Of Peace,Paul McCartney,1984,1983-10-28,235693,34,0.822,0.115,0.822,0.686,0.000982,0.0463,-10.456,0.0472,117.743,4
"Footloose - From ""Footloose"" Soundtrack",Footloose (15th Anniversary Collectors' Edition),Various Artists,1984,1984,226826,71,0.583,0.0984,0.583,0.905,0.00019,0.0593,-6.132,0.0733,173.982,4
Against All Odds (Take A Look At Me Now),...Hits,Phil Collins,1984,1998-09-25,204600,0,0.594,0.255,0.594,0.444,0.0,0.159,-9.042,0.0284,116.225,4
Jump,1984,Van Halen,1984,1984-01-03,239560,0,0.547,0.0745,0.547,0.822,0.00943,0.0645,-7.201,0.0292,130.138,4
Hello,Can't Slow Down,Lionel Richie,1984,1983-01-01,251106,58,0.487,0.414,0.487,0.246,0.0,0.0983,-14.104,0.0376,61.084,4
Owner of a Lonely Heart,90125 (Deluxe Version),Yes,1984,1983-06-01,268506,70,0.744,0.175,0.744,0.798,0.00367,0.26,-5.981,0.0364,125.061,4
Ghostbusters,Ghostbusters (Original Motion Picture Soundtrack),Various Artists,1984,1984-06-08,245600,0,0.787,0.0192,0.787,0.588,0.0205,0.347,-14.228,0.0355,115.513,4
Karma Chameleon - Remastered,Colour By Numbers,Culture Club,1984,1983-10-01,252773,74,0.668,0.225,0.668,0.73,0.0,0.188,-7.182,0.0366,92.049,4
Missing You,No Brakes,John Waite,1984,1984-01-01,269760,71,0.552,0.052,0.552,0.552,0.0,0.046,-9.736,0.0364,208.571,4
All Night Long (All Night) - Single Version,The Definitive Collection,Lionel Richie,1984,2003,260426,64,0.739,0.122,0.739,0.576,0.00206,0.0482,-12.024,0.0472,108.81,4
"Let's Hear It for the Boy - From ""Footloose"" Soundtrack",Footloose (15th Anniversary Collectors' Edition),Various Artists,1984,1984,261893,55,0.783,0.177,0.783,0.573,8.5E-05,0.043,-8.521,0.0462,122.744,4
Dancing In the Dark,Born In The U.S.A.,Bruce Springsteen,1984,1984-06-04,241306,77,0.527,0.0115,0.527,0.942,0.0,0.188,-5.64,0.0366,148.723,4
Girls Just Want to Have Fun,She's So Unusual: A 30th Anniversary Celebration (Deluxe Edition),Cyndi Lauper,1984,2014-03-28,238120,67,0.707,0.214,0.707,0.788,0.000571,0.308,-5.269,0.0333,120.465,4
The Reflex,Seven and the Ragged Tiger,Duran Duran,1984,1983-11-21,266933,33,0.556,0.123,0.556,0.9,0.0,0.571,-6.11,0.097,126.686,4
Time After Time,She's So Unusual: A 30th Anniversary Celebration (Deluxe Edition),Cyndi Lauper,1984,2014-03-28,243066,70,0.724,0.576,0.724,0.436,1.19E-06,0.0908,-9.321,0.0282,130.439,4
Jump (For My Love),Break Out,The Pointer Sisters,1984,1983-11-06,267226,58,0.842,0.161,0.842,0.697,0.000101,0.583,-13.796,0.0654,134.533,4
Talking In Your Sleep,In Heat,The Romantics,1984,1983-02-14,235093,61,0.72,0.0289,0.72,0.967,0.000345,0.142,-4.434,0.0343,129.766,4
Self Control,Self Control,Laura Branigan,1984,1984,246440,71,0.814,0.219,0.814,0.686,0.00382,0.155,-12.172,0.0342,106.679,4
Careless Whisper,Ladies And Gentlemen... The Best Of George Michael,George Michael,1985,1998-11-09,300106,79,0.574,0.128,0.574,0.629,0.0,0.271,-8.815,0.0363,153.119,4
Like a Virgin,Like a Virgin (Reissue),Madonna,1985,1984-11-12,218626,72,0.773,0.202,0.773,0.656,0.00323,0.0697,-10.88,0.0381,119.754,4
Wake Me Up Before You Go-Go,Make It Big,Wham!,1985,1984-10-23,231333,79,0.62,0.271,0.62,0.573,0.0,0.0607,-11.893,0.0423,81.548,4
I Want to Know What Love Is - 1999 Remaster,Agent Provocateur,Foreigner,1985,1984-12-12,304786,78,0.477,0.193,0.477,0.471,1.76E-06,0.131,-10.036,0.0277,81.204,4
I Feel for You - Remix,Life Is a Dance / Remix Project,Chaka Khan,1985,1989-06-16,300733,26,0.745,0.0086,0.745,0.928,0.344,0.231,-8.65,0.0672,125.259,4
Out of Touch - Video Mix,Big Bam Boom,Daryl Hall & John Oates,1985,1984-10-12,261933,39,0.777,0.0831,0.777,0.732,0.000915,0.0585,-8.404,0.0331,114.885,4
Everybody Wants To Rule The World,Songs From The Big Chair (Super Deluxe Edition),Tears For Fears,1985,1985-02-25,251488,82,0.645,0.347,0.645,0.795,0.00389,0.104,-12.095,0.0527,112.067,4
Money for Nothing,Sultans of Swing - the Very Best of Dire Straits,Dire Straits,1985,1998-11-10,249706,43,0.679,0.0856,0.679,0.679,8.54E-06,0.0592,-9.746,0.0352,134.234,4
Crazy for You,Something to Remember,Madonna,1985,1995-11-17,224520,47,0.666,0.122,0.666,0.714,0.0,0.128,-6.575,0.0294,94.998,4
Take on Me,Hunting High and Low,a-ha,1985,1985-06-01,225280,84,0.573,0.018,0.573,0.902,0.00125,0.0928,-7.638,0.054,84.412,4
Every Time You Go Away - Radio Edit,From Time To Time - The Singles Collection,Paul Young,1985,1991-09-07,267000,71,0.572,0.187,0.572,0.721,7.41E-06,0.216,-8.959,0.0402,164.252,4
Easy Lover,Chinese Wall (Expanded Edition),Philip Bailey,1985,1984-10-01,305866,67,0.74,0.105,0.74,0.923,0.000163,0.0825,-5.082,0.0369,128.871,4
Can't Fight This Feeling,Wheels Are Turnin',REO Speedwagon,1985,1984-11-05,294773,74,0.408,0.155,0.408,0.48,1.82E-05,0.0877,-11.017,0.0266,156.344,4
We Built This City,Knee Deep In The Hoopla,Starship,1985,1985,296080,2,0.661,0.052,0.661,0.908,0.0,0.0708,-4.897,0.039,144.091,4
The Power Of Love,Greatest Hits: Huey Lewis And The News,Huey Lewis & The News,1985,2006-01-01,234333,77,0.768,0.0964,0.768,0.829,2.92E-05,0.097,-5.109,0.0313,118.773,4
Don't You (Forget About Me),Once Upon A Time (Deluxe),Simple Minds,1985,1985,263040,4,0.66,0.168,0.66,0.816,0.0181,0.0608,-6.61,0.0299,111.346,4
Cherish,Emergency,Kool & The Gang,1985,1984-11-15,290600,0,0.57,0.391,0.57,0.26,0.0,0.352,-18.453,0.0255,95.288,4
St. Elmos Fire (Man in Motion),St. Elmo's Fire - Music From The Original Motion Picture Soundtrack,Various Artists,1985,1985-01-01,251800,67,0.612,0.15,0.612,0.6,3.04E-06,0.222,-10.945,0.0327,111.203,4
"The Heat Is On - From ""Beverly Hills Cop"" Soundtrack",Solo Collection,Glenn Frey,1985,1995-01-01,225506,41,0.649,0.11,0.649,0.857,1.21E-05,0.0871,-7.015,0.044,149.583,4
We Are The World,We Are The World,U.S.A. For Africa,1985,1985-01-01,427333,69,0.528,0.189,0.528,0.447,0.0,0.0745,-15.255,0.0435,72.58,4
"That's What Friends Are For (with Elton John, Gladys Knight & Stevie Wonder)",Greatest Hits 1979-1990,Dionne Warwick,1986,1989-10-31,256466,56,0.673,0.294,0.673,0.286,0.0,0.086,-14.643,0.0313,120.117,4
"Say You, Say Me",Dancing On The Ceiling,Lionel Richie,1986,1986,241066,71,0.636,0.355,0.636,0.405,0.0,0.0804,-11.113,0.0287,128.068,4
On My Own,Winner In You,Patti LaBelle,1986,1986-01-01,290840,60,0.62,0.337,0.62,0.402,6.13E-05,0.312,-12.964,0.0264,92.093,4
